URL;U ID;Public;Derived View;Parent UID;Domain;Type;Name;Description;Visits;Creation Date;Last Update Date (data);Category;Keywords;Downloads;Owner;Contact Email;License;Publication Stage;Published Version Name;Published Version UID;data_provided_by;Every 15 minutes;routing_approval;api_endpoint;Daily;Application;Frequency;source_link;Publishing Department;owner_uid;capabilities;domains.type;supportedQueryFormats;htmlPopupType;copyrightText;geometryType;typeIdField;Spatial Reference wkid;Source;displayField;Department;Dataset Owner;Refresh Method;Contact Information;Departmental Site;Data Dictionary;provenance;fields;isDataVersioned;canModifyLayer;id;currentVersion;minScale;supportsStatistics;supportsCoordinatesQuantization;isUnique;maxRecordCount;supportsDatumTransformation;useStandardizedQueries;supportsAdvancedQueries;isAscending;hasLabels;maxScale
https://data.baltimorecity.gov/d/a4sr-x5f7;a4sr-x5f7;true;false;;data.baltimorecity.gov;gis map;Bike_Lane_Facilities_2020;"This layer represents the existing bike facilities throughout the City of Baltimore, as recognized by the Bike Baltimore program of the Baltimore City Department of Transportation. The existing bike facilities include on-street facilities, separated facilities, and multi-use trails where bicycle and scooter use is permitted. This layer contains attribute fields for Name, Category, and Segment Miles.
The Name field indicates the name of the street or trail of the bike facility.
The Segment Miles field indicates the length in miles of the individual segment.
The Category field indicates the type of facility represented, with the following values:
?	Separated Bike Lane: A lane designated for bike travel only and separated from the vehicular travel lanes by a buffer and flex posts or other barrier. This type of facility is indicated by painted lines, a buffer, pavement bike symbols, signage, and green-painted pavement at intersections.
?	Bike Boulevard: A low traffic roadway which is shared by bikes and automobiles, and is improved with traffic calming measures that promote bike usage and reduce vehicle speed, such as bike-friendly speed bumps. This facility is indicated by pavement bike symbols and signage.
?	Bike Lane: A lane designated for bike travel only, indicated with painted lines, pavement bike symbols, signage, and green-painted pavement at intersections.
?	Shared Lane Markings or Signage: A roadway which is shared by bikes and vehicles, indicated by pavement bike symbols or signage.
?	Shared Bus/Bike Lane: A shared lane designated for use by bikes, buses, and right-turning vehicles. This lane is indicated with red-painted pavement, pavement bike symbols, and signage.
?	Path or Sidepath: A multi-use path or sidepath of sufficient width to accommodate shared bike and pedestrian use, not for use by motorized vehicles. This facility is separated from the roadway by a curb or by a natural surfaces buffer, or runs through a park along paths or park roads closed to vehicles. 
For more information about ...";180;04/01/2020 01:29:00 PM +0000;08/28/2020 05:16:00 AM +0000;Transportation;kmz,shape,.shp,esri,bike,transportation,traffic,gis;69;eabbey;OpenBaltimore@baltimorecity.gov;;published;;;;;;https://data.baltimorecity.gov/resource/a4sr-x5f7.json;;;Monthly;;;qn77-b7xm;;;;;;;;;;;Information Technology;Baltimore City Department of Transportation;Synchronized;OpenBaltimore@baltimorecity.gov;https://transportation.baltimorecity.gov/bikebaltimore;;official;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/9spc-j4n9;9spc-j4n9;true;true;9agw-sxsr;data.baltimorecity.gov;filter;RAT RUBOUT;;99;04/01/2020 11:46:00 PM +0000;09/14/2020 04:45:00 PM +0000;City Services;311,csr,service request,sr;2;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/9spc-j4n9.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;r3gw-d8f8;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/ptr7-sngi;ptr7-sngi;true;true;9agw-sxsr;data.baltimorecity.gov;filter;James Street Requests;;9;09/08/2020 09:27:00 PM +0000;09/14/2020 04:45:00 PM +0000;City Services;311,csr,service request,sr;1;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/ptr7-sngi.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;r3gw-d8f8;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/tngq-d8pi;tngq-d8pi;true;true;xviu-ezkt;data.baltimorecity.gov;filter;Kenwood & Monument Accidents;Police Emergency and Non-Emergency calls to 911;1,275;08/21/2020 07:39:00 PM +0000;09/14/2020 05:10:00 PM +0000;Public Safety;911,police,calls for service,emergency,non-emergency;1;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;Baltimore Police Department;;;https://data.baltimorecity.gov/resource/tngq-d8pi.json;;;More than once per day;https://www.baltimorepolice.org/;;r3gw-d8f8;;;;;;;;;;;Police Department;BPD;Automated Refresh;openbaltimore@baltimorecity.gov;https://www.baltimorepolice.org/;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/c9id-83am;c9id-83am;true;true;wsfq-mvij;data.baltimorecity.gov;filter;NE BPD Pt 1 2019_92020;"All BPD data on Open Baltimore is preliminary data and subject to change.  The information presented through Open Baltimore represents Part I victim based crime data. Data is updated every Monday with a nine day time lag to minimize changes to the data as a record moves through the BPD review process. The data do not represent statistics submitted to the FBI's Uniform Crime Report (UCR); therefore any comparisons are strictly prohibited. For further clarification of UCR data, please visit  http://www.fbi.gov/about-us/cjis/ucr/ucr. Please note that this data is preliminary and subject to change. Prior month data is likely to show changes when it is refreshed on a monthly basis.  All data is geocoded to the approximate latitude/longitude location of the incident and excludes those records for which an address could not be geocoded. Any attempt to match the approximate location of the incident to an exact address is strictly prohibited.";1,903;09/11/2020 02:38:00 AM +0000;09/08/2020 08:02:00 PM +0000;Public Safety;;1;Todd;;Creative Commons Attribution 3.0 Unported;published;;;Baltimore Police Department;;;https://data.baltimorecity.gov/resource/c9id-83am.json;;;Weekly;http://www.baltimorepolice.org/;;ah29-kr46;;;;;;;;;;;Police Department;BPD;Automated Refresh;Abi Oladimeji;www.baltimorepolice.org/;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/522q-tx3u;522q-tx3u;true;false;;data.baltimorecity.gov;gis map;Monument;"GIS Layer for Monuments in Baltimore city. <a href=""https://baltimore.maps.arcgis.com/apps/View/index.html?appid=40e98fa367c44bef990a16e830c4da13"" color=""red""><b><i><font color=""red"">Interactive Recreation and Activities Map</font></i></b></a>";38;03/26/2020 12:53:00 PM +0000;08/29/2020 02:10:00 PM +0000;Culture & Arts;monument,monuments,kmz,shape,.shp,esri;60;eabbey;OpenBaltimore@baltimorecity.gov;;published;;;BCIT EGIS;;;https://data.baltimorecity.gov/resource/522q-tx3u.json;;;Monthly;http://www.baltimorehousing.org/default.aspx;;qn77-b7xm;;;;;;;;;;;Information Technology;Open Baltimore;Synchronized;OpenBaltimore@baltimorecity.gov;Baltimorecity.gov;;official;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/iji9-4i56;iji9-4i56;true;true;qqcv-ihn5;data.baltimorecity.gov;map;Vacant Buildings by Neighborhood;Vacant Buildings located throughout the City of Baltimore. To be updated twice a month, or as needed.;35;03/19/2020 04:14:00 PM +0000;08/10/2020 09:00:00 AM +0000;Housing & Development;;0;Open Baltimore;;Creative Commons Attribution 3.0 Unported;published;;;Housing Authority of Baltimore City;;;https://data.baltimorecity.gov/resource/iji9-4i56.json;;;;http://www.baltimorehousing.org/default.aspx;;6r9a-dfdj;;;;;;;;;;;Baltimore Housing;;;;;;official;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/qfnu-jspn;qfnu-jspn;true;true;hqdh-j48w;data.baltimorecity.gov;map;Violetville Sanitation, Vacant and Building Permit Complaints 2018-2019;;163;02/06/2020 02:51:00 PM +0000;09/14/2020 04:45:00 PM +0000;City Services;;0;Natasza;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/qfnu-jspn.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;7v3n-2awq;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/hqdh-j48w;hqdh-j48w;true;true;9agw-sxsr;data.baltimorecity.gov;filter;Violetville 311 Complaints - map;;133;02/06/2020 02:28:00 PM +0000;09/14/2020 04:45:00 PM +0000;City Services;311,csr,service request,sr;3;Natasza;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/hqdh-j48w.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;7v3n-2awq;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/spkh-pp75;spkh-pp75;true;true;9agw-sxsr;data.baltimorecity.gov;map;Violetville and Saint Agnes 311 complaints;;132;02/06/2020 04:39:00 AM +0000;09/14/2020 04:45:00 PM +0000;City Services;;0;Natasza;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/spkh-pp75.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;7v3n-2awq;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/ynmh-m2ef;ynmh-m2ef;true;true;9agw-sxsr;data.baltimorecity.gov;filter;Likely Vacant;;93;03/29/2020 12:30:00 AM +0000;09/14/2020 04:45:00 PM +0000;City Services;311,csr,service request,sr;3;Kwasi Frye;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/ynmh-m2ef.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;ricf-fvux;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/gd7n-p3q9;gd7n-p3q9;true;true;9agw-sxsr;data.baltimorecity.gov;filter;Rat Rubout Citywide since 8-3-19;;133;02/03/2020 08:38:00 PM +0000;09/14/2020 04:45:00 PM +0000;City Services;311,csr,service request,sr;3;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/gd7n-p3q9.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;r3gw-d8f8;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/w28m-utix;w28m-utix;true;false;;data.baltimorecity.gov;dataset;Baltimore City Employees Salaries;This dataset captures gross salary of Baltimore City employees from fiscal year 2011 through last fiscal year and includes employees who were employed on June 30 of last fiscal year;9,901;01/30/2020 10:05:00 PM +0000;08/28/2020 09:42:00 AM +0000;City Government;;2,437;Open Baltimore;OpenBaltimore@baltimorecity.gov;;published;;;Mayor's Office;;;https://data.baltimorecity.gov/resource/w28m-utix.json;;;Annually;;;6r9a-dfdj;;;;;;;;;;;Information Technology;Open Baltimore;Manual Update;OpenBaltimore@baltimorecity.gov;https://mayor.baltimorecity.gov/;;official;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/5yjh-84sv;5yjh-84sv;true;true;ywty-nmtg;data.baltimorecity.gov;filter;Violetville and Saint Agnes Open ECB Citations;The Environmental Control Board is a regulatory agency with an administrative court charged with the responsibility of adjudicating civil citations in accordance with Article 1, Section 40 of the Baltimore City Code.;29;02/05/2020 10:38:00 PM +0000;09/12/2020 10:00:00 AM +0000;City Services;citations,environmental;5;Violetville and Saint Agnes Community Association;;Creative Commons Attribution 3.0 Unported;published;;;Baltimore City Environmental Control Board (ECB);;;https://data.baltimorecity.gov/resource/5yjh-84sv.json;;;Daily;https://ecb.baltimorecity.gov;;7kdk-9pfx;;;;;;;;;;;Environmental Control Board;Baltimore City Environmental Control Board;Automated Refresh;EnvironmentalControlBoard@baltimorecity.gov;https://ecb.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/g35m-tm4k;g35m-tm4k;true;true;9agw-sxsr;data.baltimorecity.gov;filter;Open Illegal Dumping requests;;143;01/30/2020 04:23:00 AM +0000;09/14/2020 04:45:00 PM +0000;City Services;311,csr,service request,sr;3;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/g35m-tm4k.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;r3gw-d8f8;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/6z8h-nwbs;6z8h-nwbs;true;true;9agw-sxsr;data.baltimorecity.gov;filter;Open dirty street and alley requests;;144;01/30/2020 04:22:00 AM +0000;09/14/2020 04:45:00 PM +0000;City Services;311,csr,service request,sr;3;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/6z8h-nwbs.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;r3gw-d8f8;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/bmeq-5ibw;bmeq-5ibw;true;false;;data.baltimorecity.gov;gis map;Park;"GIS Layer for Parks in Baltimore city. <a href=""https://baltimore.maps.arcgis.com/apps/View/index.html?appid=40e98fa367c44bef990a16e830c4da13"" color=""red""><b><i><font color=""red"">Interactive Recreation and Activities Map</font></i></b></a>";70;03/26/2020 12:53:00 PM +0000;08/29/2020 02:42:00 PM +0000;Culture & Arts;park,parks,kmz,shape,.shp,esri;80;eabbey;OpenBaltimore@baltimorecity.gov;;published;;;;;;https://data.baltimorecity.gov/resource/bmeq-5ibw.json;;;Monthly;;;qn77-b7xm;;;;;;;;;;;Information Technology;Open Baltimore;Synchronized;OpenBaltimore@baltimorecity.gov;Baltimorecity.gov;;official;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/xt54-v8vi;xt54-v8vi;true;true;xviu-ezkt;data.baltimorecity.gov;filter;911 Calls - squeegee dist;Police Emergency and Non-Emergency calls to 911;90;01/28/2020 09:05:00 PM +0000;09/14/2020 05:10:00 PM +0000;Public Safety;911,police,calls for service,emergency,non-emergency;6;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;Baltimore Police Department;;;https://data.baltimorecity.gov/resource/xt54-v8vi.json;;;More than once per day;https://www.baltimorepolice.org/;;r3gw-d8f8;;;;;;;;;;;Police Department;BPD;Automated Refresh;openbaltimore@baltimorecity.gov;https://www.baltimorepolice.org/;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/kbum-zhwz;kbum-zhwz;true;false;;data.baltimorecity.gov;story;Recently Published Datasets;;4,754;10/25/2019 08:31:00 PM +0000;10/25/2019 08:31:00 PM +0000;;;0;Open Baltimore;;;published;;;;;;https://data.baltimorecity.gov/resource/kbum-zhwz.json;;;;;;6r9a-dfdj;;;;;;;;;;;;;;;;;official;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/ayt4-puga;ayt4-puga;true;true;g35m-tm4k;data.baltimorecity.gov;map;Illegal Dumping Locations;;133;01/30/2020 04:53:00 PM +0000;09/14/2020 04:45:00 PM +0000;City Services;;0;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/ayt4-puga.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;r3gw-d8f8;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/fem8-86tg;fem8-86tg;true;true;xt54-v8vi;data.baltimorecity.gov;map;911 Calls - Squeegee Incidents;Police Emergency and Non-Emergency calls to 911;87;01/28/2020 09:15:00 PM +0000;09/14/2020 05:10:00 PM +0000;Public Safety;;0;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;Baltimore Police Department;;;https://data.baltimorecity.gov/resource/fem8-86tg.json;;;More than once per day;https://www.baltimorepolice.org/;;r3gw-d8f8;;;;;;;;;;;Police Department;BPD;Automated Refresh;openbaltimore@baltimorecity.gov;https://www.baltimorepolice.org/;;community;;;;;;;;;;;;;;;;
https://data.baltimorecity.gov/d/sfqf-p98v;sfqf-p98v;true;true;9agw-sxsr;data.baltimorecity.gov;filter;Baltimore Open 311 Requests;;177;01/29/2020 09:05:00 PM +0000;09/14/2020 04:45:00 PM +0000;City Services;311,csr,service request,sr;6;cberinato;;Creative Commons Attribution 3.0 Unported;published;;;BCIT;;;https://data.baltimorecity.gov/resource/sfqf-p98v.json;;;More than once per day;http://www.baltimorecity.gov/OfficeoftheMayor/MayoralOffices/InformationTechnology.aspx;;r3gw-d8f8;;;;;;;;;;;Information Technology;Open Baltimore;Automated Refresh;openbaltimore@baltimorecity.gov;https://balt311.baltimorecity.gov;;community;;;;;;;;;;;;;;;;
